U301,"Aqua (Water, Eau), Behentrimonium Chloride (as a hair conditioning agent, en tant qu'agent capillaire hydratant), Cetearyl Alcohol, C12-15 Alkyl Benzoate, Stearyl Alcohol, Cetyl Alcohol, Dimethicone, Quaternium-91, Dipropylene Glycol, Glycerin, Caprylic/Capric Triglyceride, Cetyl Esters, Isododecane, Astrocaryum Murumuru Seed Butter, Hydrolyzed Vegetable Protein, Citrus Aurantium Amara (Bitter Orange) Peel Oil, Zea Mays (Corn) Oil, Hydrolyzed Hyaluronic Acid, Sodium Hyaluronate, Brassica Campestris/Aleurites Fordi Oil Copolymer, Cetrimonium Chloride (as a hair conditioning agent, en tant qu'agent capillaire hydratant), Guar Hydroxypropyltrimonium Chloride, Citric Acid, Hydroxyethylcellulose, Disodium Phosphate, Sodium Phosphate, Polysorbate 60, Disodium EDTA, Isopropyl Alcohol, Cetrimonium Methosulfate, Pentaerythrityl Tetra-di-t-butyl Hydroxyhydrocinnamate, PPG-3 Benzyl Ether Myristate, Glyceryl Stearate, Tocopherol, Phenoxyethanol, Caprylyl Glycol, Glycolic Acid, Polysilicone-29, Silicone Quaternium-18, Trideceth-6, Trideceth-12, Laureth-23, Laureth-4, Salicylic Acid, Dimethiconol, BHT, Parfum (Fragrance), Polyquaternium-70, Lactic Acid, Quaternium-95, Propanediol, Cinnamidopropyltrimonium Chloride, Sodium Benzoate, Sodium Hydroxide, Coumarin."
U302,"Aqua / Water / Eau, Cetearyl Alcohol, Behentrimonium Chloride, Elaeis Guineensis Oil / Palm Oil, Cetyl Alcohol, Parfum / Fragrance, Isopropyl Alcohol, Phenoxyethanol, Stearamidopropyl Dimethylamine, Octyldodecanol, Sodium Pca, Citric Acid, Hexyl Cinnamal, Chlorhexidine Dihydrochloride, Linalool, Limonene, Hydrolyzed Wheat Protein, Geraniol, Hydrolyzed Corn Protein, Hydrolyzed Soy Protein, Citronellol (F.I.L. T285596/1)."
U303,"Water/Aqua/Eau, Cetearyl Alcohol, PPG-3 Benzyl Ether Myristate, Fragrance/Parfum, Methly Gluceth-10, Saccharum Officinarum (Sugar Cane) Extract, Butyrospermum Parkii (Shea) Butter, Dicetyldimonium Chloride , Quaternium-91, Cetrimonium Chloride, Behentrimonium Methosulfate, Cetyl Alcohol, Argania Spinosa Kernel Oil, Citrus Aurantium Dulcis (Orange) Fruit Extract, Citrus Limon (Lemon) Fruit Extract, Pyrus Malus (Apple) Fruit Extract, Camellia Sinensis Leaf Extract, Helianthis Annuus (Sunflower) Seed Extract, Hydroxypropyltrimonium Honey, Cetrimonium Methosulfate, Glycerin, Polyquaternium-11, Hydroxyethylcellulose, Polyquaternium-22, Polyquaternium-7, Ethylhexlyglycerin, PEG-90M, Potassium Sorbate, Sodium Benzoate, Butylene Glycol, Polyquaternium-59, Phenoxyethanol, Silica, BHT, Isopropyl Alcohol, Trisodium HEDTA, Pentaerythrityl Tetra-di-t-butyl Hydroxyhydrocinanamate, Leuconostoc/Radish Root Ferment Filtrate, Tocopherol, Citric Acid, Benzyl Alcohol, Benzyl Benzoate, Benzyl Salicylate, Cinnamyl Alcohol, Cinnamal, Citral, Citronellol, D-Limonene, Eugenal, Farnesol, Geraniol, Hexyl Cinnamal, Hydroxycitronellal, Isoeugenol, Linalool"
U304,"Water (Aqua, Eau), Diheptyl Succinate, Capryloyl Glycerin/ Sebacic Acid Copolymer, Behentrimonium Methosulfate (Non-Sulfate Derived From Rapeseed Oil), Glycerin, Cetearyl Alcohol, Panthenol (Pro Vitamin B5), Aloe Barbadensis (Aloe Vera) Leaf Juice, Simmondsia Chinensis (Jojoba) Seed Oil, Argania Spinosa Kernel (Argan) Oil, Hydrolyzed Pea Protein, Hydrolyzed Vegetable Protein, Musa Sapientum (Banana) Flower Extract, Cucurbita Pepo (Pumpkin) Seed Oil, Cymbopogon Flexuosus (Lemongrass) Oil, Pellargonium Graveolens Flower (Geranium) Oil, Mentha Piperita (Peppermint) Oil, Citus Aurantifolia (Lime) Oil, Salvia Officinalis (Sage) Oil, Citrus Aurantium Bergamia (Bergamot) Peel Oil, Salvia Sclarea (Cleary) Oil, Zingiber Officinale (Ginger) Root Oil, Cannabis Sativa (Hemp) Seed Oil, Triigonella Foenum-Graecum Seed (Fenugreek) Extract, Camellia Sinensis (White Tea) Leaf Extract, Biotin, Sodium Hyaluronate, Hydrolyzed Adansonia Digitata (Baobab) Seed Extract, Bambusa Vulgaris (Bamboo) Extract, Caprylhydroxamic Acid, Caprylyl Glycol, Citric Acid."
U305,"Water (Aqua,Eau), Cetearyl Alcohol, Cetyl Alcohol, Behentrimonium Chloride, Isododecane, Amodimethicone, Caprylyl Glycol, Stearamine Oxide, Guar Hydroxypropyltrimonium Chloride, Glycerin, Fragrance (Parfum), Cetrimonium Chloride, Isopropyl Alcohol, Hydroxyethylcellulose, Potassium Sorbate, Menthol, Glyceryl Undecylenate, Glyceryl Laurate, Panthenol, Tetrasodium Glutamate Diacetate, Methoxy PEG/PPG-7/3 Aminopropyl Dimethicone, PPG-3 Benzyl Ether Myristate, Citric Acid, Quaternium-91, Butyl Methoxydibenzoylmethane, Quaternium-95, Propanediol, Keratin, Hydrolyzed Vegetable Protein PG-Propyl Silanetriol, Hydrolyzed Keratin, Hydrolyzed Ceratonia Siliqua Seed Extract, Zea Mays (Corn) Starch, Arginine, Acetyl Tyrosine, Pentylene Glycol, PEG-12 Dimethicone, Calcium Pantothenate, Pentaerythrityl Tetra-dit-butyl Hydroxyhydrocinnamate, Zinc Gluconate, Ornithine HCL, Niacinamide, Sodium Benzoate, Polyquaternium-11, Citrulline, Hydrolyzed Soy Protein, Biotin, Glucosamine HCL, Disodium Succinate, Polyquaternium-7, Arctium Majus Root Extract, Panax Ginseng Root Extract, Linalool"
Product ID,Ingredients
U306,"Aqua / Water / Eau, Cetearyl Alcohol, Behentrimonium Chloride, Dimethicone, Amodimethicone, Isopropyl Alcohol, Sodium Citrate, Glycerin, Citric Acid, C15-19 Alkane, Dicetyldimonium Chloride, Parfum / Fragrance, Phenoxyethanol, Cetyl Esters, Hydroxypropyl Guar, Trideceth-6, Cocos Nucifera Oil / Coconut Oil, Limonene, Dilauryl Thiodipropionate, Cetrimonium Chloride, Hexyl Cinnamal, Coumarin, Benzyl Alcohol, Linalool, Amyl Cinnamal, Trisodium Hedta"
U307,"Water, C13-15 Alkane, Cetearyl Alcohol, Cetyl Palmitate, Stearamidopropyl Dimethylamine, Behentrimonium Chloride, Shea Butter Cetyl Esters, Glycerin, Phenoxyethanol, Polysorbate 80, Citric Acid, Bisabolol, Disodium Edta, Ethylhexylglycerin, Tocopherol."
U308,"Water/Aqua/Eau, Cetearyl Alcohol, Butyrospermum Parkii (Shea) Butter, Persea Gratissima (Avocado) Oil, Behentrimonium Methosulfate, Carthamus Tinctorius (Safflower) Seed Oil, Ethylhexyl Palmitate, PEG-8 Beeswax, Palmitic Acid, Stearic Acid, Glycerin, Jojoba Esters, Cetyl Alcohol, Tocopherol, Acacia Decurrens Extract, Helianthus Annuus (Sunflower) Seed Wax, Polyquaternium-37, Polyquaternium-10, Ethylhexylglycerin, Polyglycerin-3, Vegetable Oil/Olus/Huile végétale, Tetrasodium EDTA, Isopropyl Alcohol, Phenoxyethanol, Fragrance/Parfum, Benzyl Benzoate"
U309,"Water (Aqua), Cetearyl Alcohol, Cetyl Alcohol, Behentrimonium Chloride, Propanediol, Stearalkonium Chloride, Caprylic/Capric Triglyceride, Hydroxypropylgluconamide, Hydroxypropylammonium Gluconate, Aspergillus Ferment, Arginine, Rice Amino Acids, Persea Gratissima (Avocado) Oil, Mauritia Flexuosa Fruit Oil, Sclerocarya Birrea Seed Oil, Cetrimonium Chloride, Hydroxyethylcellulose, Tetrasodium Glutamate Diacetate, Fragrance (Parfum), Phenoxyethanol, Ethylhexylglycerin"
U310,"Aqua (Water), Cetearyl Alcohol, Cetyl Alcohol, Stearamidopropyl Dimethylamine, Cyclopentasiloxane, PPG-3 Benzyl Ether Myristate, Behentrimonium Chloride, Amodimethicone, Glycerin, C18-21 Alkane, Parfum (Fragrance), Persea Gratissima (Avocado) Oil, Citric Acid, C13-16 Isoparaffin, Isopropyl Alcohol, Dimethiconol, Panthenol, Dmdm Hydantoin, Propylene Glycol, Guar Hydroxypropyltrimonium Chloride, Ceteareth-20, Quaternium-95, Hydrolyzed Keratin, Cetrimonium Chloride, Disodium EDTA, Trideceth-12, Polyquaternium-7, Linalool, Propanediol, Butylene Glycol, Butylphenyl Methylpropional, Hexyl Cinnamal, Limonene, Iodopropynyl Butylcarbamate, Sodium Benzoate, Potassium Sorbate, Hydrolyzed Silk, Potassium Benzoate, Phenoxyethanol, Imidazolidinyl Urea, Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate, Sodium Methylparaben."
U311,"Aqua/Water/Eau, Stearyl Alcohol, Cetyl Alcohol, Stearamidopropyl Dimethylamine, Bis-Aminopropyl Dimethicone, Fragrance/Parfum, Benzyl Alcohol, Phenoxyethanol, Glycerin, Dicetyldimonium Chloride, Glutamic Acid, Methylparaben, Tocopheryl Acetate, Propylparaben, Histidine, EDTA, Propylene Glycol, Limonene, Sodium Chloride, Linalool, Hexyl Cinnamal, Microcitrus Australasica Fruit Extract."
U312,"Aqua/Water/Eau, Cetearyl Alcohol, Behentrimonium Chloride, Stearamidopropyl Dimethylamine, Lycium Barbarum (Goji) Fruit Extract, Camellia Sinensis (Green Tea) Leaf Extract, Hydrolyzed Soy Protein, Hydrolyzed Quinoa, Hydrolyzed Rice Protein, Helianthus Annuus (Sunflower) Seed Extract, Hydrolyzed Vegetable Protein PG-Propyl Silanetriol, Alanine, Arginine, Aspartic Acid, Glycine, Histidine, Isoleucine, Phenylalanine, Proline, Serine, Threonine, Valine, Panthenol, Polyquaternium-11, Undeceth-5, Glycerin, Dicetyldimonium Chloride, Isopropyl Palmitate, Undeceth-11, Silicone Quaternium-16, Citric Acid, Sodium PCA, Trisodium HEDTA, Butyloctanol, Parfum/Fragrance, Magnesium Chloride, Disodium EDTA, Panthenyl Ethyl Ether, Isopropyl Alcohol, Iodopropynyl Butylcarbamate, Sodium Lactate, PCA, Tetrasodium EDTA, Sodium Benzoate, Magnesium Nitrate, Acetic Acid, Sodium Hydroxide, Potassium Sorbate, Methylchloroisothiazolinone, Methylisothiazolinone, Phenoxyethanol, Benzyl Alcohol, Butylphenyl Methylpropional, Limonene, Hydroxycitronellal, Linalool."
U313,"Aqua/Water/EAU, Cetearyl Alcohol, Dimethicone, Glycerin, Behentrimonium Chloride, Isopropyl Palmitate, Stearamidopropyl Dimethylamine, Dicetyldimonium Chloride, Isopropyl Alcohol, Phenoxyethanol, Quaternium-87, Parfum/Fragrance, Hydroxypropyl Guar Hydroxypropyltrimonium Chloride, Caprylic/Capric Triglyceride, Citric Acid, Cetrimonium Chloride, Glycereth-26, Propylene Glycol, Hexyl Cinnamal, Sodium Benzoate, Guar Hydroxypropyltrimonium Chloride, Cocos Nucifera (Coconut) Oil, Butyrospermum Parkii (Shea) Butter, Tetrasodium Glutamate Diacetate, Linalool, Limonene, PEG-45m, Geraniol, Sodium Hydroxide, Sodium Glycolate, Silica, Sodium Formate, Helianthus Annuus (Sunflower) Seed oil, Superoxide Dismutase, Tocopheryl Acetate, Jojoba Esters, Passiflora Edulis Seed Oil, Hydrolyzed Vegetable Protein PG-Propyl Silanetriol, BHT, Alaria Esculenta Extract, Saccharomyces/Copper Ferment, Saccharomyces/Iron Ferment, Saccharomyces/Magnesium Ferment, Saccharomyces/Silicon Ferment, Saccharomyces/Zinc Ferment, Caviar Extract, Leuconostoc/Radish Root Ferment Filtrate, Tocopherol, Disodium EDTA, Potassium Sorbate."
U314,"Water/Aqua/Eau, Cetearyl Alcohol, Glycerin, Behentrimonium Chloride, Cocos Nucifera (Coconut) Oil, Dipropylene Glycol, Biotin, Chondrus Crispus, Rosmarinus Officinalis (Rosemary) Leaf Extract, Aloe Barbadensis Leaf Juice, Cocos Nucifera (Coconut) Fruit Powder, Phytol, Panthenol, Ethylhexylglycerin, Citric Acid, Polyquaternium-10, Stearalkonium Chloride, Isomalt, Stearyl Alcohol, Cetyl Hydroxyethylcellulose, Cetrimonium Chloride, Maltodextrin, Sodium Starch Octenylsuccinate, Sodium Benzoate, Potassium Sorbate, Phenoxyethanol, Fragrance/Parfum, Benzyl Benzoate, Hexyl Cinnamal, Amyl Cinnamal, Hydroxycitronellal, Linalool"
U315,"Water, Cetearyl Alcohol, Stearyl Alcohol, Glycerin, Amodimethicone, Fragrance (All Natural), Amaranthus Caudatus Seed Extract, Hydrolyzed Rice Protein, Capryloyl Glycerin/Sebacic Acid Copolymer, Behentrimonium Chloride, Diheptyl Succinate, Trideceth-12, Cetrimonium Chloride, Hydroxyethylcellulose, Linoleamidopropyl PG-Dimonium Chloride Phosphate Dimethicone, Ethylhexylglycerin, Alcohol, Tetrasodium Glutamate Diacetate, Phenoxyethanol"
U316,"Cetearyl Alcohol, Behentrimonium Chloride, Cocos Nucifera (Coconut) Oil, Helianthus Annuus (Sunflower) Seed Oil, Theobroma Cacao (Cocoa) Seed Butter, Butyrospermum Parkii (Shea Butter), Lauryl Laurate, Natural Fragrance*, Guar Hydroxypropyltrimonium Chloride, Mica, Titanium Dioxide, Tin Dioxide, Iron Oxide. *Made with essential oils."
U317,"Aqua / Water / Eau, Cetearyl Alcohol, Behentrimonium Chloride, Glycerin, Cetyl Esters, Isopropyl Myristate, Isopropyl Alcohol, Phenoxyethanol, Parfum / Fragrance, Lauryl PEG/PPG-18/18 Methicone, Limonene, Chlorhexidine Digluconate, Dodecene, Poloxamer 407, Citric Acid, Hexyl Cinnamal, Coumarin, Linalool, Butylphenyl Methylpropional, Benzyl Alcohol, Benzophenone-4, Hydroxycitronellal, Amyl Cinnamal, Orchis Mascula Extract."
U319,"Aqua (Deionized Water), Cetearyl Alcohol, Propanediol, Cetearyl Olivate, Sorbitan Olivate, Glycerin, Amodimethicone, Trideceth-12, Cetyl Esters, Dimethicone, Argania Spinosa (Argan) Oil, Dl-Panthenol, Biotin, Bambusa Vulgaris (Bamboo) Extract, Arcticum Lappa (Burdock) Root Extract, Butylene Glycol, Ppg-26-Buteth-26, Peg-40 Hydrogenated Castor Oil, Apigenin, Oleanolic Acid, Biotinoyl Tripeptide-1, Copper Tripeptide-1, Menthyl Lactate, Tocopheryl Acetate (Vitamin E), Salvia Officinalis (Sage) Extract, Humulus Lupulus (Hops) Extract, Olea Europaea (Olive) Oil, Camellia Sinensis (Green Tea) Extract, Parfum (Fragrance), Phenoxyethanol, Ethylhexylglycerin."
U320,"Water (Aqua, Eau), Prunus Amygdalus Dulcis (Sweet Almond) Oil, Cyclopentasiloxane, Cetearyl Alcohol, Behentrimonium Methosulfate, Cocos Nucifera (Coconut) Oil, Stearalkonium Chloride,Fragrance, Honey, Glycerin, Euterpe Oleracea Fruit Extract, Punica Granatum (Pomegranate) Seed Oil, Organic Orbignya Oleifera (Babassu) Oil, Organic Mauritia Flexuosa (Buriti) Fruit Oil, Organic Copaiferi Officinalis (Balsam Copaiba), Organic Astrocaryum Murumuru Seed Butter, Disodium Edta, Dmdm Hydantoin, Aminomethyl Propanol, Phenoxyethanol, Benzoic Acid, Ethylhexyl Glycerin, Glycereth-2 Cocoate"
U321,"Water/Aqua/Eau, Glycerin,* Isopropyl Palmitate,* Behentrimonium Chloride,* Cetearyl Alcohol,* Brassica Alcohol,* Cetyl Esters,* Musa Sapientum (Banana) Peel Extract,* Cocos Nucifera (Coconut) Fruit Extract,* Ananas Sativus (Pineapple) Fruit Extract,* Carica Papaya (Papaya) Fruit Extract,* Mangifera Indica (Mango) Juice,* Euterpe Oleracea Fruit Extract,* Curcuma Longa (Turmeric) Root Extract,* Ocimum Basilicum (Basil) Flower/Leaf Extract,* Corallina Officinalis Extract,* Lactobacillus,* Persea Gratissima (Avocado) Oil,* Prunus Amygdalus Dulcis (Sweet Almond) Oil,* Melia Azadirachta Flower Extract,* Panthenol, Melia Azadirachta Leaf Extract,* Ocimum Sanctum Leaf Extract,* Brassicyl Isoleucinate Esylate,* Cetrimonium Chloride, Behentrimonium Methosulfate,* Guar Hydroxypropyltrimonium Chloride,* Fragrance (Parfum), Benzyl Alcohol, Sodium Benzotriazolyl Butylphenol Sulfonate, Dehydroacetic Acid, Sodium Hydroxide."
U322,"Water/Aqua/Eau, Cetearyl Alcohol, Stearamidopropyl Dimethylamine, Glycerin, Dimethicone, Behentrimonium Methosulfate, Cetrimonium Chloride, Phospholipids, Caviar Extract, Alaria Esculenta Extract, Helianthus Annuus (Sunflower) Seed Oil, Glycine Soja (Soybean) Oil, Macrocystis Pyrifera (Kelp) Extract, Linum Usitatissimum (Linseed) Seed Oil, Butyrospermum Parkii (Shea) Butter, Keratin, Hydrolyzed Keratin, Biotin, Saccharomyces/Magnesium Ferment, Saccharomyces/Copper Ferment, Saccharomyces/Silicon Ferment, Saccharomyces/Zinc Ferment, Saccharomyces/Iron Ferment, Hydrolyzed Vegetable Protein PG-Propyl Silanetriol, Superoxide Dismutase, Polysilicone-15, Panthenol, Tocopherol, Tocopheryl Acetate, Ethylhexylglycerin, Ascorbic Acid, Butylene Glycol, Polyimide-1, Hydroxyethylcellulose, Guar Hydroxypropyltrimonium Chloride, Disodium EDTA, Citric Acid, Phenoxyethanol, Sodium Benzoate, Potassium Sorbate, Fragrance (Parfum)."
U323,"Aqua/Water/Eau, Behentrimonium Chloride, Cetearyl Alcohol, Hydroxypropyl Starch Phosphate, Isopropyl Alcohol, Amodimethicone, Panthenol, Propylene Glycol, Quaternium-80, Sodium Benzoate, Parfum/Fragrance, Phenoxyethanol, Citric Acid, Disodium EDTA, Trideceth-12, Linalool, Hexyl Cinnamal, Limonene, Geraniol, Citronellol, Cetrimonium Chloride, Simmondsia Chinensis (Jojoba) Seed Oil, Cetearyl Nonanoate, Ethylhexyl Isononanoate, Triticum Vulgare (Wheat) Bran Extract, Triticum Vulgare (Wheat) Germ Oil, Linoleic Acid, Camellia Oleifera Seed Oil, Tocopherol."
U324,"Water/Aqua/Eau, Cocamidopropyl Betaine*, Sodium Lauroyl Methyl Isethionate*, Glycerin*, Sodium C14-16 Olefin Sulfonate, Lauramidopropyl Betaine*, Mangifera Indica (Mango) Fruit Extract*, Prunus Cerasus (Bitter Cherry) Fruit Extract*, Papain*, Aloe Barbadensis Leaf Juice*, Daucus Carota Sativa (Carrot) Root Extract*, Daucus Carota Sativa (Carrot) Seed Oil*, Caprylyl/Capryl Glucoside*, Citric Acid*, Lycium Barbarum Fruit Extract*, Mangifera Indica (Mango) Juice*, Trisodium Ethylenediamine Disuccinate, Sodium Benzotriazolyl Butylphenol Sulfonate, Guar Hydroxypropyltrimonium Chloride*, Helianthus Annuus (Sunflower) Seed Oil/Helianthus Annuus Seed Oil*, Panthenol, Litchi Chinensis Pericarp Extract*, Sodium Benzoate, Punica Granatum Bark Extract*, Sodium Cocoyl Glutamate*, Tetrasodium Glutamate Diacetate, Averrhoa Carambola Fruit Extract*, Glyceryl Caprylate*, Polyglyceryl-6 Oleate*, Sodium Surfactin*, Ascorbyl Palmitate, Potassium Sorbate, Sodium Hydroxide, Fragrance (Parfum), Dehydroacetic Acid, Benzyl Alcohol, Beta-Carotene CI 40800*."
U325,"Water (Eau), Vp/Dimethylaminoethylmethacrylate Copolymer, Ppg-5-Ceteth-201 Phenoxyethanol, Triisopropanolamine, Oleth-20, Carbomeri Capylyl Glycol, Sorbitol, Fragrance (Parfum), Propylene Glycol, Peg-12 Dimethicone, Disodium Edta, Panthenol, Benzyl Alcohol, Citronellol, Geraniol, Hexyl Cinnamali Limonene, Linalool, Ext, Violet 2 60730)"
U326,"Water, C13-15 Alkane, Cetearyl Alcohol, Cetyl Palmitate, Stearamidopropyl Dimethylamine, Behentrimonium Chloride, Shea Butter Cetyl Esters, Glycerin, Phenoxyethanol, Fragrance, Polysorbate 80, Citric Acid, Bisabolol, Disodium Edta, Ethylhexylglycerin, Tocopherol."
U327,"Water (Eau), Cetearyl Alcohol, Dimethiconol/Silsesquioxane Copolymer, Stearamidopropyl Dimethylamine, Isohexadecane, Cetyl Palmitate, Glutamic Acid, Cysteine Hcl, Serine, Glycine, Histidine Hcl, Hydrolyzed Keratin, Collagen Amino Acids, Hydrolyzed Elastin, Behentrimoniijm Chloride, Citric Acid, Fragrance (Parfum), Glycerin, Dipropylene Glycol, Sodium Benzoate, Sodium Gluconate, Sodium Chloride, Disodium Edta, Sodium Citrate, Cetrimonium Chloride, Hexyl Cinnamal ,Yellow 5 (Cl 19140), Red 33 (Cl 17200)"
U328,"Water (Aqua), Cetearyl Alcohol, Glycerin, Glycol Distearate, Hydroxypropyl Starch Phosphate, C12-15 Alkyl Benzoate, Cetyl Esters, Aloe Barbadensis (Aloe Vera) Leaf Juice, Phenoxyethanol, Sorbitol, Behentrimonium Chloride, Fragrance (Parfum), PVP, Cetrimonium Chloride, Polyquaternium-39, Ethylhexylglycerin, Maltodextrin/VP Copolymer, Linalool, Sodium Hyaluronate, Benzyl Salicylate, Sodium Benzoate, Citric Acid, Potassium Sorbate"
U329,"Aqua (Water, Eau), Cetearyl Alcohol, Behentrimonium Chloride, Dimethicone, Cetyl Alcohol, PEG-8 Dimethicone, Stearamidopropyl Dimethylamine, Isododecane, Hydrogenated Ethylhexyl Olivate, Cetyl Esters, Ethylhexylglycerin, Parfum (Fragrance), Keratin, Panthenol, Glycerin, Butyrospermum Parkii (Shea) Butter, Hydrogenated Olive Oil Unsaponifiables, Helianthus Annuus (Sunflower) Seed Oil, Oryza Sativa (Rice) Bran Extract, Amaranthus Caudatus Seed Extract, Jojoba Esters, Moringa Oleifera Seed Oil, Madecassoside, Rosmarinus Officinalis (Rosemary) Leaf Extract, Tocopherol, Hydrolyzed Adansonia Digitata Seed Extract, Quercus Petraea Fruit Extract, Zea Mays (Corn) Starch, Asiaticoside, Citrus Paradisi (Grapefruit) Fruit Extract, Cynara Scolymus (Artichoke) Leaf Extract, Hydrolyzed Quinoa, Cystoseira Compressa Extract, Cystine Bis-PG-Propyl Silanetriol, Hydrolyzed Pea Protein PG-Propyl Silanetriol, Hydrolyzed Linseed Extract, Pisum Sativum (Pea) Extract, Tocopheryl Acetate, Propanediol, Caprylyl Glycol, Diisostearyl Malate, Isopropyl Alcohol, Ceteareth-20, Polysorbate 60, Dimethiconol, Hydroxyethylcellulose, Polysorbate 20, Polysilicone-15, Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate, Sodium Dilauramidoglutamide Lysine, Butylene Glycol, Phenoxyethanol, Benzyl Alcohol, Chlorphenesin, Benzoic Acid, Sorbic Acid, Disodium EDTA, BHT, Citric Acid, Sodium Nitrate, Alcohol, Sodium Benzoate, Glyoxal, Gluconolactone, Potassium Sorbate, Phenethyl Alcohol, Calcium Gluconate, Dehydroacetic Acid, Sodium Chloride, Limonene, Linalool."
U330,"Aqua / Water / Eau, Cetearyl Alcohol, Behentrimonium Chloride, Amodimethicone, Parfum / Fragrance, Isopropyl Alcohol, Phenoxyethanol, Benzoic Acid, Trideceth-6, Argania Spinosa Kernel Oil, Potassium Hydroxide, Ethylhexyl Salicylate, Mica, Linalool, Limonene, Cetrimonium Chloride, Citric Acid, Hydroxycitronellal, Ci 77891 / Titanium Dioxide, Citronellol Fil T279194/1."
U331,"Cetearyl Alcohol, Behentrimonium Chloride, Cocos Nucifera (Coconut) Oil, Helianthus Annuus (Sunflower) Seed Oil, Butyrospermum Parkii (Shea Butter), Lauryl Laurate, Natural Fragrance*, Guar Hydroxypropyltrimonium Chloride, Mica, Titanium Dioxide, Iron Oxide. *Made with essential oils."
U332,"Aqua/Water/Eau, Cetearyl Alcohol, Cetrimonium Chloride, Lanolin, Cetyl Alcohol, Keratin Amino Acids, Cocoyl Hydrolyzed Keratin, Cocoyl Hydrolyzed Collagen, Hydrolyzed Collagen, Cocos Nucifera (Coconut) Oil, Hydroxypropyltrimonium Hydrolyzed Rice Protein/Siloxysilicate, Oryza Sativa (Rice) Extract, Simmondsia Chinensis (Jojoba) Seed Oil, Leuconostoc/Radish Root Ferment Filtrate, Populus Tremuloides Bark Extract, Citric Acid, Glycerin, Panthenyl Hydroxypropyl Steardimonium Chloride, Isopropyl Palmitate, Tetrasodium Glutamate Diacetate, Ethylhexylglycerin, Phenoxyethanol, Butylene Glycol, Distearyldimonium Chloride, Chlorphenesin, Sodium Benzoate, Parfum/Fragrance, Hexyl Cinnamal."
U333,"Aqua (Water, Eau), Cetearyl Alcohol, Dimethicone,Steartrimonium Chloride,Ricinus Communis (Castor) Seed Oil, Peg-90m, Glucose, Phyllostachys Pubescens Meristem Cell Lysate, Argania Spinosa Sprout Cell Extract, Malus Domestica Fruit Cell Culture Extract, Vitis Vinifera (Grape) Fruit Cell Extract, Glutamic Acid, Sodium Pca, Keratin, Hydrolyzed Keratin, Prunus Domestica Seed Extract, Argania Spinosa Kernel Oil, Lupinus Albus Seed Oil,Mangifera Indica (Mango) Seed Oil, Theobroma Grandiflorum Seed Butter, Adansonia Digitata Seed Oil, Carapa Guaianensis Seed Oil, Sclerocarya Birrea Seed Oil, Opuntia Ficus-Indica Seed Oil, Isomalt, Ethylhexyl Palmitate, Dipentaerythrityl Tri-Polyhydroxystearate, Bis-Behenyl/Isostearyl/Phytosteryl Dimer Dilinoleyl Dimer Dilinoleate, Dipentaerythrityl Hexahydroxystearate/Hexastearate/Hexarosinate, Bis-(Polyglyceryl-3 Oxyphenylpropyl) Dimethicone, Xanthan Gum, Lecithin, Benzotriazolyl Dodecyl P-Cresol, Isopropyl Alcohol, Glycerin, Tocopherol, Etidronic Acid, Tetrasodium Etidronate, Phenoxyethanol, Sodium Benzoate, Parfum (Fragrance), Yellow 5 (CI 19140), Blue 1 (CI 42090), Red 33 (CI 17200)."
U334,"Aqua / Water / Eau, Cetearyl Alcohol, Stearamidopropyl Dimethylamine, Isopropyl Myristate, Cetyl Esters, Helianthus Annuus Seed Oil / Sunflower Seed Oil, Parfum / Fragrance, Tartaric Acid, Caprylyl Glycol, Benzoic Acid, Limonene,Glycine, Sodium Chloride, Linalool, Ascorbic Acid Fill Code 70028948/1"
U335,"Aqua/Water, Cetearyl Alcohol, Behentrimonium Chloride, Elaeis Guineensis Oil/Palm Oil, Cetyl Alcohol, Isopropyl Alcohol, Phenoxyethanol, Stearamidopropyl Dimethylamine, Octyldodecanol, Sodium Pca, Parfum/Fragrance, Citric Acid, Sodium Cocoyl Amino Acids, Chlorhexidine Dihydrochloride, Stearyl Alcohol, Myristyl Alcohol, Potassium Dimethicone Peg-7 Panthenyl Phosphate, Sodium Sarcosinate, Propylene Glycol, Argania Spinosa Kernel Oil, Arginine, Hydrolyzed Soy Protein, Hydrolyzed Vegetable Protein Pg-Propyl Silanetriol, Sodium Chloride, Tetrasodium Edta, Potassium Sorbate (D184537/1)."
Product ID,Ingredients
U337,"Aqua / Water / Eau, Cetearyl Alcohol, Propylene Glycol, Behentrimonium Chloride, Glycerin, Cetyl Esters, Dimethicone, Peg/Ppg-4/12 Dimethicone, Amodimethicone, Parfum / Fragrance, Isopropyl Alcohol, Dicetyldimonium Chloride, Citric Acid, Phenoxyethanol, Isopropyl Myristate, Hydroxypropyl Guar, Limonene, Trideceth-10, Coco-Betaine, Linalool, Benzyl Salicylate, Cetrimonium Chloride, Benzyl Alcohol, Peg-100 Stearate, Alpha-Isomethyl Ionone, Steareth-6, Sodium Chloride, Glycine Soja Oil / Soybean Oil, Arginine, Serine, Tocopherol, Glutamic Acid, Trideceth-3, Acetic Acid, Trisodium Hedta, Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate"
